creditcardid;cardtype;cardnumber;expmonth;expyear
10550;ColonialVoice;7.7774E+13;6;2006
10551;Distinguish;5.5557E+13;11;2006
10552;Distinguish;5.5551E+13;8;2005
10553;Vista;1.11174E+13;6;2005
10554;ColonialVoice;7.77737E+13;8;2006
10555;SuperiorCard;3.33369E+13;4;2005
10556;Vista;1.11138E+13;3;2006
10557;SuperiorCard;3.33336E+13;11;2008
10558;Vista;1.11111E+13;2;2007
10559;ColonialVoice;7.77796E+13;10;2006
10560;Vista;1.11161E+13;9;2006
10561;Distinguish;5.55532E+13;8;2008
10562;Distinguish;5.55543E+13;1;2007
10563;ColonialVoice;7.77713E+13;10;2005
10564;Distinguish;5.55545E+13;12;2005
10565;Distinguish;5.55545E+13;12;2006
10566;Vista;1.11194E+13;8;2005
10567;Distinguish;5.55561E+13;6;2005
10568;ColonialVoice;7.77772E+13;4;2005
10569;SuperiorCard;3.33331E+13;8;2005
10570;Distinguish;5.55572E+13;10;2008
10571;ColonialVoice;7.77789E+13;5;2006
10572;ColonialVoice;7.77729E+13;1;2008
10573;Distinguish;5.55521E+13;8;2005
10574;ColonialVoice;7.77743E+13;6;2007
10575;Distinguish;5.55554E+13;5;2008
10576;Vista;1.11178E+13;2;2005
10577;ColonialVoice;7.77744E+13;1;2006
10578;Vista;1.11135E+13;2;2007
10579;ColonialVoice;7.77757E+13;4;2007
10580;Vista;1.11172E+13;3;2005
10581;Distinguish;5.55575E+13;7;2006
10582;Distinguish;5.55581E+13;1;2008
10583;Distinguish;5.55585E+13;8;2005
10584;Vista;1.11153E+13;1;2005
10585;ColonialVoice;7.77797E+13;3;2005
10586;SuperiorCard;3.33315E+13;1;2006
10587;Distinguish;5.55584E+13;7;2008
10588;ColonialVoice;7.77725E+13;1;2006
10589;Vista;1.11163E+13;8;2008
10590;ColonialVoice;7.77749E+13;7;2006
10591;Distinguish;5.55545E+13;7;2008
10592;Distinguish;5.5552E+13;2;2008
10593;SuperiorCard;3.33333E+13;12;2007
10594;ColonialVoice;7.77765E+13;7;2006
10595;Vista;1.11178E+13;8;2005
10596;Distinguish;5.55573E+13;2;2008
10597;ColonialVoice;7.77711E+13;1;2008
10598;ColonialVoice;7.77748E+13;4;2005
10599;Vista;1.11178E+13;5;2006
10600;SuperiorCard;3.33389E+13;4;2008
10601;ColonialVoice;7.77725E+13;10;2007
10602;Vista;1.11146E+13;2;2008
10603;ColonialVoice;7.77714E+13;3;2006
10604;ColonialVoice;7.77727E+13;11;2005
10605;SuperiorCard;3.3332E+13;12;2006
10606;Vista;1.11139E+13;8;2008
10607;ColonialVoice;7.77746E+13;6;2005
10608;Distinguish;5.55589E+13;4;2007
10609;Distinguish;5.55573E+13;5;2007
10610;Distinguish;5.55555E+13;5;2006
10611;Vista;1.11187E+13;12;2005
10612;Distinguish;5.55517E+13;11;2005
10613;ColonialVoice;7.77744E+13;3;2007
10614;Vista;1.11157E+13;8;2005
10615;Vista;1.11175E+13;10;2006
10616;SuperiorCard;3.33363E+13;4;2005
10617;SuperiorCard;3.33394E+13;5;2005
10618;ColonialVoice;7.77768E+13;8;2005
10619;ColonialVoice;7.77758E+13;9;2005
10620;Vista;1.11194E+13;6;2008
10621;Vista;1.11123E+13;9;2005
10622;Vista;1.11194E+13;12;2007
10623;ColonialVoice;7.77756E+13;6;2008
10624;Distinguish;5.55573E+13;7;2008
10625;Vista;1.11153E+13;8;2007
10626;Distinguish;5.55541E+13;2;2008
10627;Vista;1.11181E+13;8;2005
10628;Vista;1.11179E+13;1;2007
10629;SuperiorCard;3.33355E+13;4;2005
10630;SuperiorCard;3.3334E+13;3;2005
10631;Vista;1.11166E+13;7;2005
10632;SuperiorCard;3.33392E+13;8;2008
10633;ColonialVoice;7.77789E+13;7;2005
10634;ColonialVoice;7.7779E+13;3;2008
10635;ColonialVoice;7.77761E+13;11;2005
10636;SuperiorCard;3.33325E+13;11;2008
10637;SuperiorCard;3.3331E+13;7;2005
10638;SuperiorCard;3.33323E+13;3;2008
10639;Vista;1.11152E+13;5;2006
10640;Distinguish;5.55588E+13;5;2006
10641;Distinguish;5.55559E+13;11;2006
10642;SuperiorCard;3.33312E+13;11;2008
10643;ColonialVoice;7.77786E+13;8;2005
10644;SuperiorCard;3.3339E+13;11;2008
10645;Distinguish;5.55567E+13;4;2005
10646;Distinguish;5.55592E+13;7;2006
10647;SuperiorCard;3.33397E+13;11;2007
10648;SuperiorCard;3.33385E+13;9;2007
10649;Vista;1.1115E+13;2;2007
10650;ColonialVoice;7.7775E+13;9;2008
10651;SuperiorCard;3.33364E+13;12;2006
10652;ColonialVoice;7.77724E+13;1;2007
10653;Vista;1.11153E+13;7;2007
10654;ColonialVoice;7.77756E+13;2;2008
10655;Vista;1.11122E+13;2;2005
10656;ColonialVoice;7.7773E+13;1;2006
10657;ColonialVoice;7.77728E+13;4;2005
10658;Vista;1.11181E+13;4;2008
10659;Vista;1.11133E+13;8;2005
10660;SuperiorCard;3.33329E+13;4;2006
10661;SuperiorCard;3.33362E+13;8;2007
10662;ColonialVoice;7.77798E+13;1;2005
10663;SuperiorCard;3.33388E+13;10;2005
10664;SuperiorCard;3.33379E+13;4;2007
10665;ColonialVoice;7.77757E+13;4;2006
10666;Distinguish;5.556E+13;12;2008
10667;SuperiorCard;3.33383E+13;5;2008
10668;SuperiorCard;3.33383E+13;10;2008
10669;Distinguish;5.55589E+13;8;2008
10670;SuperiorCard;3.33395E+13;5;2007
10671;SuperiorCard;3.33365E+13;2;2006
10672;ColonialVoice;7.7775E+13;3;2006
10673;ColonialVoice;7.77793E+13;9;2005
10674;Distinguish;5.55562E+13;12;2008
10675;Distinguish;5.55578E+13;5;2007
10676;ColonialVoice;7.77749E+13;12;2005
10677;ColonialVoice;7.77766E+13;3;2007
10678;Vista;1.11149E+13;5;2008
10679;Vista;1.11198E+13;4;2007
10680;Distinguish;5.55568E+13;7;2008
10681;SuperiorCard;3.33348E+13;5;2006
10682;ColonialVoice;7.77745E+13;9;2005
10683;SuperiorCard;3.33361E+13;2;2006
10684;SuperiorCard;3.3335E+13;9;2005
10685;Vista;1.11186E+13;10;2008
10686;SuperiorCard;3.33362E+13;7;2006
10687;Vista;1.11155E+13;1;2006
10688;Distinguish;5.55572E+13;7;2006
10689;ColonialVoice;7.77736E+13;7;2005
10690;Distinguish;5.55545E+13;3;2008
10691;Vista;1.11142E+13;1;2007
10692;SuperiorCard;3.33354E+13;2;2006
10693;SuperiorCard;3.33337E+13;2;2007
10694;ColonialVoice;7.77722E+13;1;2005
10695;ColonialVoice;7.77756E+13;1;2006
10696;ColonialVoice;7.77731E+13;6;2008
10697;Vista;1.1115E+13;1;2005
10698;Distinguish;5.55558E+13;1;2007
10699;ColonialVoice;7.77748E+13;4;2005
10700;Distinguish;5.55532E+13;4;2007
10701;Vista;1.11122E+13;9;2008
10702;Distinguish;5.55551E+13;8;2007
10703;Vista;1.11128E+13;12;2008
10704;ColonialVoice;7.77776E+13;8;2008
10705;Vista;1.11113E+13;12;2005
10706;ColonialVoice;7.77733E+13;1;2007
10707;SuperiorCard;3.33346E+13;7;2006
10708;ColonialVoice;7.77791E+13;10;2006
10709;Vista;1.11199E+13;5;2008
10710;Distinguish;5.55527E+13;2;2005
10711;Vista;1.1113E+13;12;2006
10712;Vista;1.11168E+13;7;2006
10713;Vista;1.11188E+13;5;2007
10714;SuperiorCard;3.33378E+13;11;2008
10715;Distinguish;5.55515E+13;9;2007
10716;SuperiorCard;3.33379E+13;10;2005
10717;SuperiorCard;3.33371E+13;9;2006
10718;Distinguish;5.5556E+13;12;2006
10719;ColonialVoice;7.77724E+13;12;2007
10720;SuperiorCard;3.33361E+13;7;2006
10721;ColonialVoice;7.77771E+13;10;2005
10722;Vista;1.1118E+13;12;2007
10723;Distinguish;5.55581E+13;3;2007
10724;Distinguish;5.55592E+13;1;2008
10725;Distinguish;5.55538E+13;2;2005
10726;Distinguish;5.55536E+13;7;2005
10727;Distinguish;5.55512E+13;7;2007
10728;Vista;1.11116E+13;6;2005
10729;Distinguish;5.55596E+13;3;2008
10730;Distinguish;5.55564E+13;1;2005
10731;ColonialVoice;7.77715E+13;9;2007
10732;ColonialVoice;7.77791E+13;12;2006
10733;ColonialVoice;7.77788E+13;7;2007
10734;SuperiorCard;3.33315E+13;8;2005
10735;Vista;1.11199E+13;5;2008
10736;SuperiorCard;3.33373E+13;1;2006
10737;Vista;1.1117E+13;11;2007
10738;Distinguish;5.55517E+13;10;2006
10739;ColonialVoice;7.77775E+13;6;2005
10740;SuperiorCard;3.3336E+13;2;2006
10741;Vista;1.11192E+13;7;2005
10742;Vista;1.11171E+13;11;2005
10743;Vista;1.11131E+13;3;2006
10744;SuperiorCard;3.33354E+13;11;2008
10745;Vista;1.11123E+13;9;2008
10746;Vista;1.11112E+13;3;2006
10747;SuperiorCard;3.33381E+13;10;2008
10748;Vista;1.11167E+13;9;2007
10749;ColonialVoice;7.77782E+13;9;2005
10750;Distinguish;5.55575E+13;7;2007
10751;Distinguish;5.55545E+13;5;2007
10752;SuperiorCard;3.33394E+13;8;2006
10753;Distinguish;5.55599E+13;4;2005
10754;Distinguish;5.55581E+13;12;2006
10755;ColonialVoice;7.77712E+13;5;2005
10756;Distinguish;5.55511E+13;11;2006
10757;ColonialVoice;7.77715E+13;5;2007
10758;Vista;1.11142E+13;6;2007
10759;Vista;1.11115E+13;4;2005
10760;SuperiorCard;3.33374E+13;10;2008
10761;Distinguish;5.55519E+13;2;2007
10762;ColonialVoice;7.7777E+13;1;2008
10763;ColonialVoice;7.77732E+13;6;2005
10764;Vista;1.11196E+13;5;2008
10765;SuperiorCard;3.33328E+13;11;2006
10766;ColonialVoice;7.77749E+13;3;2008
10767;ColonialVoice;7.77724E+13;4;2005
10768;Vista;1.1119E+13;5;2008
10769;Distinguish;5.55518E+13;3;2008
10770;SuperiorCard;3.33355E+13;5;2007
10771;Distinguish;5.55539E+13;11;2007
10772;Vista;1.1116E+13;6;2006
10773;ColonialVoice;7.77733E+13;10;2008
10774;ColonialVoice;7.77724E+13;11;2008
10775;Distinguish;5.5559E+13;1;2006
10776;ColonialVoice;7.77753E+13;7;2005
10777;ColonialVoice;7.77743E+13;3;2007
10778;SuperiorCard;3.33397E+13;3;2008
10779;ColonialVoice;7.77714E+13;7;2006
10780;Vista;1.11182E+13;8;2006
10781;SuperiorCard;3.33311E+13;8;2007
10782;SuperiorCard;3.33395E+13;5;2006
10783;Vista;1.11124E+13;12;2008
10784;Distinguish;5.55593E+13;4;2008
10785;ColonialVoice;7.77769E+13;5;2007
10786;SuperiorCard;3.33318E+13;2;2007
10787;ColonialVoice;7.77771E+13;10;2008
10788;Vista;1.11196E+13;3;2005
10789;ColonialVoice;7.77796E+13;5;2007
10790;Vista;1.11177E+13;5;2006
10791;Vista;1.11167E+13;10;2007
10792;Distinguish;5.55524E+13;12;2007
10793;SuperiorCard;3.3333E+13;12;2005
10794;Vista;1.11132E+13;1;2006
10795;SuperiorCard;3.33397E+13;2;2005
10796;ColonialVoice;7.77781E+13;10;2007
10797;Vista;1.11111E+13;5;2007
10798;Distinguish;5.5555E+13;10;2005
10799;SuperiorCard;3.33332E+13;5;2005
10800;ColonialVoice;7.77713E+13;5;2008
10801;Distinguish;5.55541E+13;11;2005
10802;Vista;1.11153E+13;5;2005
10803;ColonialVoice;7.77725E+13;3;2006
10804;SuperiorCard;3.33333E+13;3;2008
10805;Distinguish;5.55537E+13;2;2007
10806;Vista;1.11187E+13;8;2007
10807;Vista;1.11147E+13;5;2005
10808;SuperiorCard;3.33376E+13;9;2006
10809;ColonialVoice;7.77772E+13;2;2007
10810;SuperiorCard;3.33325E+13;9;2006
10811;Distinguish;5.55566E+13;3;2007
10812;Vista;1.11157E+13;12;2005
10813;ColonialVoice;7.77745E+13;8;2006
10814;Distinguish;5.55526E+13;12;2008
10815;Distinguish;5.55594E+13;7;2006
10816;SuperiorCard;3.33337E+13;2;2007
10817;SuperiorCard;3.33359E+13;1;2008
10818;SuperiorCard;3.33388E+13;10;2007
10819;ColonialVoice;7.77739E+13;6;2008
10820;Vista;1.11169E+13;10;2008
10821;Distinguish;5.55532E+13;3;2008
10822;Vista;1.11117E+13;9;2008
10823;Vista;1.1116E+13;1;2005
10824;SuperiorCard;3.33375E+13;11;2007
10825;Distinguish;5.55525E+13;9;2008
10826;ColonialVoice;7.77732E+13;3;2006
10827;Distinguish;5.55532E+13;5;2006
10828;Vista;1.11158E+13;1;2007
10829;ColonialVoice;7.77765E+13;11;2005
10830;SuperiorCard;3.33388E+13;7;2007
10831;SuperiorCard;3.33344E+13;10;2006
10832;SuperiorCard;3.33349E+13;4;2008
10833;ColonialVoice;7.77765E+13;11;2005
10834;Distinguish;5.55513E+13;8;2007
10835;ColonialVoice;7.77727E+13;8;2006
10836;SuperiorCard;3.33398E+13;7;2005
10837;ColonialVoice;7.77722E+13;11;2007
10838;SuperiorCard;3.33352E+13;11;2007
10839;ColonialVoice;7.77797E+13;1;2008
10840;Vista;1.11147E+13;1;2008
10841;ColonialVoice;7.77759E+13;7;2007
10842;Distinguish;5.55535E+13;4;2005
10843;Distinguish;5.55521E+13;11;2008
10844;ColonialVoice;7.77794E+13;8;2007
10845;Vista;1.11162E+13;3;2007
10846;Distinguish;5.55519E+13;11;2007
10847;Vista;1.11179E+13;4;2006
10848;Vista;1.11143E+13;9;2006
10849;Distinguish;5.55573E+13;4;2005
10850;Distinguish;5.55536E+13;2;2005
10851;SuperiorCard;3.33316E+13;5;2006
10852;Vista;1.11144E+13;5;2008
10853;Distinguish;5.55575E+13;5;2008
10854;SuperiorCard;3.33328E+13;1;2008
10855;Distinguish;5.55521E+13;9;2005
10856;ColonialVoice;7.77778E+13;11;2006
10857;SuperiorCard;3.33311E+13;8;2007
10858;ColonialVoice;7.77726E+13;9;2008
10859;SuperiorCard;3.33367E+13;3;2006
10860;ColonialVoice;7.7772E+13;11;2005
10861;SuperiorCard;3.33392E+13;11;2007
10862;ColonialVoice;7.77792E+13;4;2008
10863;Distinguish;5.55555E+13;9;2005
10864;SuperiorCard;3.33383E+13;11;2007
10865;Vista;1.11121E+13;8;2005
10866;Distinguish;5.55589E+13;11;2006
10867;Vista;1.11125E+13;9;2006
10868;ColonialVoice;7.77723E+13;9;2007
10869;Vista;1.11117E+13;10;2005
10870;SuperiorCard;3.3339E+13;10;2006
10871;Distinguish;5.55513E+13;9;2006
10872;ColonialVoice;7.7779E+13;11;2008
10873;Distinguish;5.55526E+13;7;2008
10874;ColonialVoice;7.77743E+13;9;2006
10875;Vista;1.11172E+13;10;2005
10876;ColonialVoice;7.77769E+13;11;2006
10877;Distinguish;5.5556E+13;4;2005
10878;ColonialVoice;7.77775E+13;3;2006
10879;ColonialVoice;7.7774E+13;10;2007
10880;Distinguish;5.55583E+13;7;2008
10881;SuperiorCard;3.33325E+13;6;2007
10882;Distinguish;5.55577E+13;11;2007
10883;Distinguish;5.55527E+13;11;2006
10884;Vista;1.11128E+13;8;2005
10885;Distinguish;5.55511E+13;7;2005
10886;SuperiorCard;3.33369E+13;9;2005
10887;Vista;1.11181E+13;10;2008
10888;ColonialVoice;7.77722E+13;3;2005
10889;Vista;1.11157E+13;9;2006
10890;SuperiorCard;3.33393E+13;3;2008
10891;Distinguish;5.55589E+13;1;2008
10892;Distinguish;5.55533E+13;11;2008
10893;Distinguish;5.55555E+13;4;2007
10894;ColonialVoice;7.77796E+13;6;2006
10895;SuperiorCard;3.33365E+13;12;2007
10896;SuperiorCard;3.33384E+13;12;2008
10897;Distinguish;5.55556E+13;1;2005
10898;Vista;1.11117E+13;8;2005
10899;Vista;1.11118E+13;11;2006
10900;Vista;1.11155E+13;4;2005
10901;SuperiorCard;3.3332E+13;3;2008
10902;Vista;1.11129E+13;3;2005
10903;SuperiorCard;3.33327E+13;8;2005
10904;Vista;1.11123E+13;12;2008
10905;SuperiorCard;3.33325E+13;4;2008
10906;SuperiorCard;3.33365E+13;12;2006
10907;ColonialVoice;7.77739E+13;4;2006
10908;Vista;1.11134E+13;4;2006
10909;Distinguish;5.55544E+13;3;2006
10910;SuperiorCard;3.33323E+13;6;2006
10911;ColonialVoice;7.77767E+13;11;2006
10912;Distinguish;5.55597E+13;8;2007
10913;Distinguish;5.55546E+13;12;2005
10914;Vista;1.11163E+13;6;2006
10915;Distinguish;5.5555E+13;2;2007
10916;SuperiorCard;3.3336E+13;8;2005
10917;ColonialVoice;7.77792E+13;10;2006
10918;Vista;1.11151E+13;4;2006
10919;ColonialVoice;7.77791E+13;9;2008
10920;ColonialVoice;7.7776E+13;10;2008
10921;SuperiorCard;3.33396E+13;9;2008
10922;SuperiorCard;3.33356E+13;5;2005
10923;Vista;1.11128E+13;2;2007
10924;SuperiorCard;3.33313E+13;7;2007
10925;Distinguish;5.55595E+13;9;2006
10926;Distinguish;5.55518E+13;11;2008
10927;ColonialVoice;7.77723E+13;12;2007
10928;ColonialVoice;7.77742E+13;3;2006
10929;SuperiorCard;3.33377E+13;9;2005
10930;SuperiorCard;3.33368E+13;11;2006
10931;Vista;1.11196E+13;7;2007
10932;Distinguish;5.55595E+13;1;2007
10933;SuperiorCard;3.33387E+13;12;2006
10934;SuperiorCard;3.33359E+13;8;2007
10935;SuperiorCard;3.33376E+13;2;2005
10936;ColonialVoice;7.77718E+13;8;2005
10937;SuperiorCard;3.33375E+13;10;2007
10938;SuperiorCard;3.3337E+13;8;2007
10939;ColonialVoice;7.77771E+13;8;2007
10940;ColonialVoice;7.77778E+13;4;2007
10941;ColonialVoice;7.7772E+13;8;2005
10942;Distinguish;5.55519E+13;9;2006
10943;Vista;1.11185E+13;2;2005
10944;Distinguish;5.55552E+13;7;2006
10945;SuperiorCard;3.33374E+13;2;2006
10946;SuperiorCard;3.33351E+13;2;2005
10947;Vista;1.11197E+13;4;2005
10948;Distinguish;5.55594E+13;8;2008
10949;SuperiorCard;3.33326E+13;9;2006
10950;Vista;1.11165E+13;5;2008
10951;Distinguish;5.55513E+13;9;2005
10952;Distinguish;5.5554E+13;12;2006
10953;Distinguish;5.55597E+13;3;2006
10954;Distinguish;5.55541E+13;6;2007
10955;Vista;1.11181E+13;5;2008
10956;Distinguish;5.55518E+13;11;2005
10957;SuperiorCard;3.33384E+13;4;2005
10958;Vista;1.11147E+13;12;2006
10959;Distinguish;5.55577E+13;11;2006
10960;SuperiorCard;3.3333E+13;2;2005
10961;ColonialVoice;7.77739E+13;3;2007
10962;Distinguish;5.5551E+13;11;2008
10963;Vista;1.11129E+13;6;2007
10964;SuperiorCard;3.33399E+13;11;2005
10965;Vista;1.11195E+13;5;2005
10966;ColonialVoice;7.77726E+13;11;2005
10967;ColonialVoice;7.77735E+13;11;2006
10968;Vista;1.11189E+13;9;2008
10969;Distinguish;5.55559E+13;7;2007
10970;SuperiorCard;3.33389E+13;2;2007
10971;Distinguish;5.55521E+13;5;2008
10972;Distinguish;5.55523E+13;4;2005
10973;Vista;1.11193E+13;1;2007
10974;Distinguish;5.55552E+13;4;2007
10975;SuperiorCard;3.33354E+13;3;2005
10976;Distinguish;5.55511E+13;2;2007
10977;SuperiorCard;3.3339E+13;12;2005
10978;ColonialVoice;7.77784E+13;10;2005
10979;SuperiorCard;3.33328E+13;5;2008
10980;Vista;1.11167E+13;11;2007
10981;Vista;1.11147E+13;8;2005
10982;SuperiorCard;3.33336E+13;10;2007
10983;SuperiorCard;3.33341E+13;4;2008
10984;SuperiorCard;3.33361E+13;10;2008
10985;ColonialVoice;7.77714E+13;8;2007
10986;Distinguish;5.55532E+13;2;2008
10987;Distinguish;5.55541E+13;9;2008
10988;SuperiorCard;3.3337E+13;10;2008
10989;SuperiorCard;3.33356E+13;11;2005
10990;Distinguish;5.55599E+13;4;2005
10991;ColonialVoice;7.77734E+13;3;2005
10992;SuperiorCard;3.33315E+13;10;2007
10993;SuperiorCard;3.33326E+13;10;2005
10994;ColonialVoice;7.77769E+13;11;2008
10995;Distinguish;5.55549E+13;7;2006
10996;Vista;1.11116E+13;11;2006
10997;Distinguish;5.55582E+13;6;2008
10998;ColonialVoice;7.77778E+13;4;2005
10999;Distinguish;5.55596E+13;8;2006
11000;SuperiorCard;3.334E+13;11;2007
11001;ColonialVoice;7.77785E+13;8;2007
11002;ColonialVoice;7.7773E+13;11;2006
11003;SuperiorCard;3.33366E+13;1;2007
11004;SuperiorCard;3.33329E+13;6;2005
11005;ColonialVoice;7.77764E+13;5;2008
11006;Distinguish;5.55527E+13;12;2007
11007;SuperiorCard;3.33326E+13;4;2006
11008;Vista;1.1118E+13;2;2007
11009;Distinguish;5.55524E+13;11;2008
11010;Vista;1.11144E+13;2;2005
11011;ColonialVoice;7.77775E+13;3;2006
11012;Vista;1.11199E+13;11;2007
11013;Vista;1.11166E+13;8;2006
11014;ColonialVoice;7.77715E+13;3;2008
11015;Distinguish;5.55598E+13;5;2008
11016;Distinguish;5.55566E+13;3;2007
11017;ColonialVoice;7.77734E+13;4;2007
11018;Vista;1.1114E+13;2;2005
11019;Distinguish;5.55587E+13;1;2005
11020;SuperiorCard;3.33314E+13;8;2005
11021;Distinguish;5.55519E+13;6;2005
11022;Distinguish;5.55564E+13;4;2006
11023;SuperiorCard;3.33384E+13;7;2007
11024;Distinguish;5.55516E+13;5;2007
11025;SuperiorCard;3.33365E+13;12;2006
11026;Distinguish;5.55589E+13;3;2007
11027;SuperiorCard;3.33354E+13;2;2005
11028;ColonialVoice;7.7772E+13;12;2007
11029;SuperiorCard;3.33367E+13;7;2006
11030;ColonialVoice;7.77767E+13;2;2005
11031;Vista;1.11123E+13;2;2008
11032;SuperiorCard;3.33345E+13;11;2005
11033;Distinguish;5.55535E+13;8;2007
11034;Distinguish;5.55562E+13;12;2007
11035;ColonialVoice;7.77769E+13;6;2008
11036;Distinguish;5.55528E+13;7;2008
11037;ColonialVoice;7.77795E+13;4;2008
11038;SuperiorCard;3.33354E+13;8;2005
11039;SuperiorCard;3.33369E+13;6;2007
11040;Vista;1.1119E+13;12;2005
11041;Vista;1.11176E+13;3;2006
11042;ColonialVoice;7.77769E+13;7;2006
11043;Vista;1.11168E+13;5;2008
11044;SuperiorCard;3.3339E+13;6;2006
11045;Distinguish;5.55557E+13;12;2007
11046;Vista;1.11157E+13;1;2005
11047;Distinguish;5.55597E+13;9;2008
11048;ColonialVoice;7.77761E+13;7;2006
11049;Vista;1.1117E+13;1;2008
11050;Distinguish;5.55536E+13;6;2007
11051;Vista;1.1114E+13;9;2005
11052;Vista;1.11156E+13;6;2007
11053;Vista;1.11162E+13;2;2005
11054;Distinguish;5.55523E+13;2;2005
11055;SuperiorCard;3.33351E+13;2;2007
11056;Vista;1.11111E+13;9;2007
11057;SuperiorCard;3.33374E+13;10;2007
11058;SuperiorCard;3.33359E+13;5;2005
11059;Vista;1.11174E+13;3;2007
11060;ColonialVoice;7.77728E+13;5;2007
11061;Vista;1.11135E+13;5;2008
11062;Distinguish;5.55576E+13;1;2007
11063;Vista;1.11184E+13;12;2007
11064;Vista;1.11135E+13;9;2006
11065;Distinguish;5.55584E+13;10;2005
11066;Vista;1.1112E+13;1;2005
11067;SuperiorCard;3.33339E+13;6;2006
11068;Vista;1.1117E+13;3;2005
11069;SuperiorCard;3.33364E+13;6;2006
11070;SuperiorCard;3.33343E+13;11;2007
11071;SuperiorCard;3.33334E+13;4;2006
11072;ColonialVoice;7.77786E+13;8;2005
11073;Vista;1.1118E+13;9;2007
11074;ColonialVoice;7.77719E+13;2;2007
11075;Vista;1.11144E+13;6;2008
11076;SuperiorCard;3.33371E+13;6;2006
11077;Vista;1.11152E+13;10;2005
11078;Vista;1.11196E+13;10;2007
11079;SuperiorCard;3.33361E+13;8;2005
11080;SuperiorCard;3.33359E+13;6;2008
11081;SuperiorCard;3.33334E+13;11;2008
11082;ColonialVoice;7.77781E+13;11;2007
11083;ColonialVoice;7.77722E+13;5;2006
11084;ColonialVoice;7.77743E+13;11;2007
11085;Vista;1.11158E+13;2;2007
11086;ColonialVoice;7.7779E+13;11;2006
11087;ColonialVoice;7.77747E+13;1;2008
11088;SuperiorCard;3.33364E+13;8;2005
11089;Distinguish;5.55566E+13;5;2008
11090;Vista;1.11131E+13;9;2008
11091;Vista;1.1112E+13;1;2008
11092;ColonialVoice;7.77745E+13;8;2007
11093;Vista;1.1118E+13;7;2006
11094;SuperiorCard;3.33314E+13;7;2007
11095;SuperiorCard;3.33367E+13;6;2005
11096;Distinguish;5.55595E+13;9;2006
11097;SuperiorCard;3.33363E+13;11;2008
11098;SuperiorCard;3.33399E+13;1;2006
11099;ColonialVoice;7.77771E+13;10;2005
11100;ColonialVoice;7.77797E+13;5;2005
11101;ColonialVoice;7.7778E+13;9;2007
11102;SuperiorCard;3.3337E+13;5;2008
11103;Distinguish;5.55564E+13;10;2008
11104;ColonialVoice;7.7777E+13;2;2006
11105;SuperiorCard;3.33335E+13;9;2007
11106;SuperiorCard;3.33371E+13;11;2006
11107;Distinguish;5.55596E+13;5;2008
11108;Vista;1.11162E+13;2;2006
11109;ColonialVoice;7.7771E+13;2;2008
11110;ColonialVoice;7.77727E+13;5;2007
11111;Vista;1.11119E+13;4;2006
11112;SuperiorCard;3.33314E+13;4;2006
11113;ColonialVoice;7.77782E+13;1;2008
11114;Vista;1.11135E+13;6;2005
11115;Vista;1.11161E+13;2;2007
11116;Distinguish;5.55513E+13;6;2006
11117;Distinguish;5.55563E+13;10;2007
11118;Vista;1.11177E+13;5;2006
11119;ColonialVoice;7.77729E+13;6;2008
11120;Distinguish;5.55545E+13;10;2008
11121;ColonialVoice;7.77712E+13;9;2008
11122;Vista;1.11141E+13;9;2006
11123;ColonialVoice;7.77724E+13;3;2006
11124;Vista;1.11138E+13;10;2005
11125;Distinguish;5.55577E+13;8;2007
11126;Distinguish;5.55568E+13;2;2008
11127;Distinguish;5.55544E+13;2;2007
11128;ColonialVoice;7.77789E+13;1;2005
11129;Vista;1.11137E+13;4;2006
11130;ColonialVoice;7.77756E+13;2;2005
11131;Distinguish;5.55551E+13;3;2008
11132;Distinguish;5.55549E+13;10;2007
11133;ColonialVoice;7.77726E+13;5;2007
11134;SuperiorCard;3.33376E+13;12;2006
11135;SuperiorCard;3.33343E+13;9;2005
11136;Distinguish;5.55563E+13;11;2008
11137;ColonialVoice;7.77799E+13;4;2008
11138;Distinguish;5.55587E+13;5;2005
11139;Vista;1.11164E+13;7;2005
11140;ColonialVoice;7.77732E+13;1;2005
11141;ColonialVoice;7.77726E+13;10;2006
11142;Distinguish;5.55583E+13;1;2007
11143;Vista;1.11185E+13;12;2008
11144;SuperiorCard;3.33321E+13;4;2008
11145;ColonialVoice;7.77738E+13;1;2005
11146;ColonialVoice;7.77723E+13;2;2005
11147;SuperiorCard;3.33335E+13;4;2008
11148;Vista;1.11136E+13;8;2007
11149;SuperiorCard;3.33395E+13;3;2005
11150;ColonialVoice;7.77757E+13;3;2007
11151;Vista;1.11123E+13;4;2008
11152;ColonialVoice;7.77747E+13;10;2005
11153;SuperiorCard;3.33392E+13;4;2008
11154;ColonialVoice;7.77745E+13;5;2005
11155;SuperiorCard;3.33375E+13;2;2005
11156;Distinguish;5.55592E+13;11;2005
11157;Distinguish;5.55533E+13;4;2007
11158;Distinguish;5.55546E+13;1;2007
11159;SuperiorCard;3.33367E+13;5;2006
11160;Vista;1.11175E+13;11;2006
11161;Vista;1.11195E+13;12;2008
11162;SuperiorCard;3.33372E+13;8;2006
11163;Distinguish;5.55539E+13;5;2008
11164;ColonialVoice;7.7774E+13;10;2005
11165;Vista;1.11194E+13;4;2008
11166;Vista;1.11115E+13;6;2006
11167;SuperiorCard;3.33324E+13;3;2005
11168;SuperiorCard;3.3335E+13;6;2008
11169;ColonialVoice;7.77796E+13;5;2008
